50,"Cerca de todo, limpio y bonito","Está muy cerca de todo, puedes ir caminando a Barrio Antiguo, Macroplaza y Paseo Santa Lucía, también es limpio y bonito. En el desayuno buffet Sandra fue muy amable y nos cocinó unos omelettes muy ricos"
50,Comida muy rica,"La comida que preparo la chef Sandra me gusto mucho, muchas gracias, se ve que le gusta su trabajo y que se esmera en complacer al comensal, amable. Me atendieron rapido de el plato muy bien presentado"
50,Buen hotel excelente staff. Problemas que llegan a suceder,"El hotel está hermoso y muy bien ubicado, las habitaciones son amplias y con una hermosa vista. Está frente a una placita que en la tarde hay música y llegan cientos de loros lo que hace el lugar espectacular y muy lindo.    El hotel se quedó sin agua, nos explicaron que hubo un mantenimiento en tuberias y se llevó muchas horas, nosotros entendimos porque fueron muy amables y nos auxiliaban con agua y realmente se veían comprometidos y apenados, cuando llegó el agua todo bien. Muy buen staff felicidades, debió ser estresante para ellos y siempre fueron amables"
50,Servicio excelente Sandra García,Todo Perfecto y agradezco las atenciones de la srita que estaba atendiendo en el buffet. Excelente servicio de Sandra Garcia y su amabilidad también Además la habitación muy cómoda y limpia. Excelente todo
50,Experiencia krystal,"Nos gustó mucho nuestra estancia a pesar de que el internet era malo, la comida del restaurante estaba muy rica y la atención que nos dio la señorita Sofía fue muy buena, muy amable y servicial."
50,Excelente estancia,"Un hotel muy bien ubicado si deseas conocer el area del centro y barrio antigüo, buenas instalaciones, el Sr. Humberto un excelente servicio, mi camarista creo Romi (hab.419) siempre con un detalle lindo en la habitacion, Marco en el restaurante muy amable pero la mejor de todos SANDRA en el restaurante."
50,Atención y servicio,"Este fin de semana estuve de visita con amigas  La Atencion desde la bienvenida por el Valet, el aroma que se percibe en el lobby  la limpieza, todo el Personal muy atento y dispuestos a ayudar todo el tiempo, mi estancia en este hotel ha sido de lo más agradable.  Volveré pronto  Un saludo a todo el equipo !!"
50,"Excelente atención, el hotel muy bonito y limpio el personal muy atento y la comida deliciosa","Excelente atención de todos los empleados, el hotel muy bonito, amplias habitaciones y muy limpias y la comida en el restaurante muy rico todo, fuimos solo de fin de semana pero definitivamente regresaremos"
50,Excelente,Hotel centrico te queda todo cerca tiene muy buen servicio por parte del personal amables te sientes en un ambiente acogedor cuartos limpios buena comida en el restaurant en general todo muy bien execelente opcion para pasar el fin de semana
50,Excelente servicio,"Mi estancia fue el pasado fin de semana, tuvimos una buena atención por parte de Sofia, quien nos hizo la reserva, muy amable y servicial, nos gustaron mucho las instalaciones y sin duda volveremos al hotel"
50,Muy buena atención,"Fui a un recorrido para conocer las habitaciones para mi getting ready y excelente la atención de Sofía muy amable y agradable, yo iba por la habitación más sencilla y terminé en la máster suite, bastante bonita la vista y muy bonita la habitación, ya estoy anciosa por hospedarme el día de mi boda ❤️"
50,Excelente trato,"Amabilidad al realizar el checo inn, la habitación la entregaron rápido y con muy buena limpieza, calidez en la habitación, desayuno muy bueno, en general el hotel se ve atractivo, con ganas de regresar a un viaje de familia"
50,Visita a Monterrey,"Sandra Garcia en el buffete fue muy amable y cocino unos huevos muy deliciosos. Volveremos a comer y a regresar aqui. Todo el equipo tambien nos ayudo muy bien. Gracias por todo, tuvimos una experiencia maravillosa"
50,Muy agradable experiencia,"mi visita en el hotel krystal fue por una invitación a un desayuno, el cual estuvo riquísimo, caliente y a tiempo, la atención de la gerente de banquetes la Lic. Fernanda Almaguer nos atendió con mucha dedicación, agradecemos al personal y su excelente compromiso, regresaremos pronto!"
50,Como en casa.,"Quería agradecer a todo el personal del Hotel Krystal Monterrey, que me recibieron con mucho cariño, en especial a la señorita Fernanda, la cual nos apoyó con mucha profesionalidad en todo momento para que nuestro evento quedara tan excelente. Recomendado 100% su atención con nosotros fue espectacular…"
10,"Pésima experiencia, error sobre error","Llegando a la habitación noté que no había toalla de manos, la solicité y respondieron que tardaría 45 minutos en llegar, luego me quedó atorado unos minutos en el elevador y al reportarlo no reaccionan ni bloquean, solo funcionaba bien 1 de 3 elevadores.    La mesa de planchar tenía un chicle pegado, la regadera no tenía araña, solo el ducto de agua y me cae una llave cerca del pie.    No funcionaba el cerrojo de seguridad de la puerta y la cafetera no estaba limpia.    La pantalla muy antigua y pequeña"
50,Excelente atención,"Quedamos encantados con la excelente atención de la Srita. Fernanda Almaguer durante el evento que tuvimos en el Hotel Krystal Monterrey, y con nuestro hospedaje. Las instalaciones bellas, céntrico, seguro."
50,Excelentes salones,"Asistí a un evento en este mes y la atención por parte del Gerente Alvaro fue extraordinaria, siempre al pendiente de lo que se pudiera necesitar.  El restaurante buffet también muy rico  100% recomendable"
50,Mi hotel favorito en el centro de Monterrey,"Desde que llegas al hotel cumplió con las expectativas ,excelente atención y su restaurante con un bufete muy completo ,será de hoy en delante mi lugar a quedarme en Monterrey .Las habitaciones están confortables y bien equipadas ."
50,excelente,"excelente atención por parte de todo el personal, al llegar a recepción la chica nos atendió muy bien, la habitación es amplia y tiene camas súper cómodas al igual que las almohadas también están cómodas, en cuestión del restaurant, nos encanto, mucha variedad."
50,Gracias!,"Excelente servicios, todos súper atentos... Desde la gerencia, recepción, ventas, la cocina y el bar.    Precio muy justo acordé a los servicios, a nosotros como empresa logramos un muy buen acuerdo con ellos, atentos a nuestras necesidades. E    Mención especial a la Señora que atiende la plancha en la cocina durante el buffet y al barman Cesar, agradables te hacen sentir en cada.    Gracias al Gerente Gegorio por sus atenciones y las chicas recamaristas siempre dispuestas a ayudar.    Por todo esto, nosotros seguiremos hospedándonos en sus instalaciones además de que tienen una excelente ubicación.    Muchas gracias"
50,Eventos,Tenemos haciendo eventos en Krystal Mty. desde el 2021 hasta el presente año y siempre nos han brindado un gran servicio por parte de Fernanda Almaguer y su equipo Francisco Javier e Ivan    Hiram Reyna  Hostech
50,Visita a Restaurant Café Flores,"Delicioso el bufete de mañana y tarde, la atención de maravilla, las instalaciones muy bonitas, sin duda volvería a venir, súper recomendado si tienen la oportunidad de venir aprovéchenla, esta ubicado en un muy buen el lugar"
50,Chef del restaurant,"La chef Sandra García le agradezco sus atenciones no me hospede en el hotel ,pero si fuimos a desayunar su rico bufet está genial y a mi familia le agrado ,gracias chef por ese ricoh machacado a la mexicana.muy buena atención de parte de los meseros y sobre todo a la chef Sandra.  Gracias por sus atenciones ,si regreso a Monterrey volvería a desayunar ahí y está vez a hospedarme.  Saludos"
50,Maravilloso Hotel,"Me quedé en un viaje express durante la última semana de enero y a pesar de estar solo un día y medio, me quedé maravillado con lo conveniente de la ubicación de este hotel.  El personal de todas las áreas fue muy amigable durante mi estancia además de ser muy atentos.  Lo recomiendo ampliamente, es la mejor opción para hospedarte."
10,Para nada recomendable,"El recibimiento de los bell boy´s fue cordial y muy amable, sin embargo en la recepcion mencionaron que tenia habitacion doble cuando reservamos king, despues ""me hicieron el favor"" de cambiar mi habitacion a king pero eran las 4:30 pm y no habia habitaciones listas. Mas tarde, pedimos los complementos del café (azucar, cuchara, etc) a lo que la recepcionista respondio que como el café era de cortesia no sabria si habria alguien disponible para llevarlo, se le llamaron 2 veces desdpues de 1 hora y solo decia que ya iban en camino pero nunca llegaron. El sitio web del hotel indica que las habitaciones tienen refri o minibar, lo cual tampoco es cierto, indican con calefaccion, tampoco la tiene. Finalmente, son las 7:30 am y la habitacion no tiene agua desde que nos despertamos, no nos podemos bañar ni utilizar el sanitario. Defiitivamente no es el ""hotel de lujo"" que anuncian en su sitio web"
50,Excelente atención,"Excelente atención por parte del personal, las habitaciones son espaciosas y con las amenidades necesarias para una estancia confortable. La limpieza de la habitación y del hotel fueron de mi agrado. Los alimentos tienen buen sazón y las porciones son magnificas. El precio y la calidad del todos los servicios que tiene el hotel van de la mano."
50,Excelente ubicación y servicio del personal,"A pasos de todos los lugares de interés y en una zona muy segura, nos quedamos una semana y todo siempre estuvo muy limpio, Lucy fue muy amable, servicial y buscó ayudar en lo más posible en cualquier cosa que le solicitamos.  Definitivamente volveré a este hotel cuando regrese a Monterrey    El aire acondicionado en nuestra habitación funcionó super bien, la ducha calentaba bien (nos gusta más caliente pero igual funcionaba muy bien), uno de los ascensores si podría tener mejor mantenimiento porque hubo un momento donde me quedé encerrada y pues no pasó a más pero si me asusté.  Starbucks cierra a las 9:30pm, algo que amé cuando quise café en la noche.  El Internet llegaba bien en todas partes incluyendo las habitaciones    Muy recomendado"
50,Excelente comida y servicio,"La cocina del hotel es una excelente opción para un desayuno rico fuera de casa, tanto la comida como el servicio al cliente fueron más que sobresalientes con la atención por parte de la señora Sandra García, sin duda pienso volver a este lugar!"
50,Un hotel muy agradable,"El hotel es muy bonito, las habitaciones son muy espaciosas y limpias. El staff en general es muy amable, quiero mencionar a Joshua de restaurante y a doña Lucy de limpieza que fueron muy colaboradores con nuestras peticiones y amables con nosotros durante nuestra estancia (turismo médico), lo recomiendo y volvería."
50,Trabajo,Exelente hotel muy buena atención para todos es unos de los mejores hoteles de Monterrey buen servicio del restaurante muchas gracias por sus atenciones a todos los del hotel Kristal espero pronto a volver a visitar
50,La mejor cocinera Sandra Garcia,"Muy atenta la señorita Sandra Garcia, muy amable,super atenta y cocina muy rico. Da un excelente servicio y con una excelente actitud.    El servicio en general es muy bueno y todos están atentos a el servicio"
50,Desayuno muy variado,"¡Gran desayuno, especialmente Sandra García hace tortillas excepcionalmente deliciosas!    Hay cervezas baratas en el bar, la vista es fantástica. Incluso se pueden observar enjambres de loros.    Te sientes seguro y en buenas manos."
40,"Local, Comidas y Cuarto",La mejor cocinera Sandra Garcia y los que atienden la puerta y las de limpieza un 100!  Lo mas desagradable fue el wifi para poder trabajar en el cuarto privado. Solo el lobby estaba funcionando bien.
50,Gracias a Sandra Garcia por su magnífica atención en el restaurante.,El brunch es las mañanas tiene un ingrediente muy especial. Se trata de una maravillosa mujer que con gran amor y alegría ofrece a todos sus recetas para preparar los huevos y las omeletes. En ella siempre hay una sonrisa y una palabra amable para todos.
20,Mala experiencia,"La verdad le aposté mucho puesto que soy cliente asidua de la cadena en otra ciudad (Guadalajara y la verdad súper recomendable), me fallo la elección, pésimo servicio, pésima atención, una semana pidiendo una secadora de pelo que jamás llego (tuve que comprar una), la mucama todo un personaje parece que nos hacía un favor cuando le pedías algo ( nos quedamos en el 4o piso habitación 418), estábamos a -2 grados con frío y una hora pidiendo que nos apoyaran con cobertores extras para mis niños pequeños ( argumentaron que el retraso era por que se cambio el turno y no avisaron al relevo🙄), no limpiaban la habitación ( solo tendían camas), no ponían toallas suficientes aun cuando les repetí en varias ocasiones que éramos 4 personas, las almohadas manchadas de moho, la regadera igual, las toallas muy percudidas ( entiendo que no sean nuevas pero manchadas de rojo o negro no está padre), lo que mencionan en post anteriores de paredes sucias es real, no creo que estén pendientes del mantenimiento o al menos del cuidado de la imagen básica del hotel…. Las únicas personas amables con una sonrisa en el rostro fueron las personas del restaurante y dos de los porteros que te apoyan abrir la puerta cada que sales y entras… no lo recomiendo y definitivamente no volvería."
40,"Cómodo, céntrico y buen descanso","La ubicación le da un plus espectacular. La habitación en la que me quedé es grande, cómoda y lo que esperaría de un hotel donde se busca el descanso. Si bien pediría una atención más pronta en ciertas áreas, como el restaurante, en general es bueno. Sí volvería, Pacoescritor volvería."
10,Mal servicio,"El primer día estábamos a 7 grados y en la habitación no teníamos agua caliente, no servía la calefacción, teníamos solo una sábana y una disque colcha a la que no le pusieron el relleno y parecía otra sabana, las paredes sucias, el papel de baño dejan el que quedó del huésped anterior, tuve que bajar por cobijas por qué nunca subieron a revisar la calefacción me cambiaron de habitación al día siguiente, ya hubo agua pero solo tibia, funcionó la calefacción pero la situación con las cobijas fue la misma, solicite una extra y nunca me la subieron a la habitación, gual el papel de baño el que sobró del huésped anterior y las paredes sucias. Olvide una cosmetiquera con unas pantunflas en la habitación anterior y no las devolvieron a pesar de que hice mención. Ni por error regresaría a ese hotel, muy bonita arquitectura pero nada más, hay más hoteles a la redonda busquen mejores opciones por el mismo precio o más baratos y de mejor calidad"
10,"Mal servicio del personal, habitaciones con paredes sucias y room service jamás llega","Desde que llegamos a recepción te atienden con mala cara, he visitado los hoteles de grupo brisas, Sheraton y mundo imperial y jamás me había pasado que el personal fuera de tan mala cara como aquí, ni de broma los recomiendo ni regresaría"
30,Saturado de grupos y falta mantenimiento,"El hotel es bonito (aunque algo antiguo) y la habitación muy amplia. Está ubicado en pleno centro histórico y el wifi funciona muy bien.    Desafortunadamente tienen varios convenios con diversas empresas, en especial un grupo enorme de trabajadores (todos hombres) que al parecer están de fijo en el hotel. Aparte parece que tienen convenio con congresos y ello implica que siempre hay muchísimas personas en lobby y elevador, lo cual da una mala imagen.  El principal problema de ello, es que de tres elevadores solo funciona uno, vi esa queja meses atrás y supuse que ya se habría arreglado dada la categoría del hotel y que evidentemente tienen exceso de huéspedes, pero aún no funciona.  En la habitación el agua caliente sale tibia y la llave está vencida.    El personal es sumamente amable y ayudan todo lo que pueden, pero falta mantenimiento, en especial por la excesiva ocupación que tiene debido a sus convenios con empresas."
50,Excelente servicio,"Recomendado , la atención , servicio , amenidades 10 de 10 , muy buena comida , desayuno buffets delicioso , habitaciones muy cómodas .  Te ayudan con cualquier requerimiento que pidas , y te personalizan tus necesidades gracais"
10,Pérdida de tiempo,"Pésimo hotel. Reserve una king pero al llegar me dieron una con dos individuales. Luego me cambiaron a otro donde huele a cigarro y según ellos todo el hotel es libre de humo de cigarro, y cobran si dejas alguna aroma. De alli me cambiaron a otro cuarto donde no tenia refrigerador, así que no podía guardar nada para los días que me iba a quedar. Television super pequeña, pelos en la cama, teléfonos no sirven para hacer llamadas y el Internet es inservible. Muy bonito por fuera y en buena locación, pero pesima experiencia y pérdida de tiempo. En todos los cuartos que iba había fallas, asi que esperen encontrar varias en su estadía."
10,El Peor hotel del centro de Monterrey,"Escribo la presente opinión posterior a haber abandonado el hotel y espero que la respuesta del hotel no sea solo una respuesta predeterminada:    Reserva realizada en abril de 2022 (Con solicitudes especiales aprobadas)  *Me hospedé en el hotel del 1 al 3 de julio del 2022*    1.- Cuando hicimos el Check In el joven que atendía parecía que tenía mucha prisa.  2.- Cuando recibimos la habitación nos percatamos a primera vista que la habitación se encontraba sucia (Adjunto evidencias)  3.- La habitación miraba hacia el interior del hotel cuando previamente había solicitado que la ventana mire hacia la calle.  4.- Nos quedamos en el elevador porque la llave no estaba activa y la persona que atiende en la recepción en la noche de forma grosera me dijo que el elevador lateral no sirve .  5.- El sofa-cama estaba visiblemente sucio (adjunto foto)  6.- La alfombra se encontraba muy sucia (adjunto evidencia)  7.- El Room Service jamás contestó  8.- Las ventanas de los pasillos del hotel estaban muy sucias  9.- Las toallas se encontraban rotas, ni mis mascotas usan toallas así (adjunto foto)  10.- A la puerta de la habitación no se podía poner cadena de seguridad. (foto)  11.- El baño no tenía una manija para el agua fría    Es el peor hotel que he visitado. Les recomiendo no dejarse llevar por la ubicación ni la fachada. el interior del hotel es horrible y antiguo y se encuentra en condiciones deplorables. Julio. 2022"
10,Horrible,Los elevadores no funcionan y no hay aviso de ellos solo entras y te quedas atrapado por 30 minutos    Antes de reservar te dicen que la alberca funciona y al hacer check in te mencionan lo contrario    Una de las peores experiencias que he tenido en un hotel.
10,Kristen MTY,El servicio no es muy bueno.. las habitaciones no cuentan con calefacción.. se nos comento que lo checarian para cambiar de habitación pero ningún cuarto que chocaron tenia calefacción que no podían hacer algo más que lo mejor es que apagara el equipo de AC.... PESIMO
40,Cumple,"El hotel cumple lo necesario para una estancia agradable, estamos en abril 2022 y no sirve la alberca, lástima.  Éramos 3 adultos y solo pusieron 1 agua chica embotellada, misma que no repusieron al otro día (hoteles más sencillos de 2 estrellas ponen una por persona al día)  Nos faltó una toalla (de nuevo olvidaron que somos 3 adultos). La comida es buena pero la relación calidad precio fuera de lugar ya que tampoco es excepcional para lo que dan. Es recomendable para alguien que solo busca un buen lugar para dormir, las camas son muy cómodas al igual que las almohadas, aunque otro tema que tuve es que el control de la tele no servia, lo que sí es que el cuarto es muy amplio, bien ahí.  Si mejoran estos puntos sería muy bueno"
40,Negligencia en aseo de habitación,"Estuve hospedado 4 días y en dos de ellos la habitación fue aseada después de las 3 de la tarde y eso porque lo solicité pues de no haber sido así ni siquiera se hubieran dado cuenta. Por lo demás bien, pero en tepos de pandemia eso no puede suceder"
10,Dirty and worst service hotel,"English and Spanish review.  English:  Very Dirty Room  Nasty!  sheets dirty, the entire rooms Dirty  The receptionist give us other room  Was worst bathroom dirty sheets floor  Very and the personal have very bad attitude and rude manager and receptionist . Hairs for everywhere. This happened Sunday 19 2021. They refused to pay back our money.    Español:  Fea experiencia al llegar un trato regular por parte de la recepcionista. Al llegar a la habitación estaba llena de pelos largos de mujer y manchas de comida en una de las 2 camas. Al reportar esto el manager se porto grosero solicitando ir a recepción por una nueva habitación. Al llegar a decirles de la situación prácticamente me pidieron la tarjeta llave y me dieron otra literal aventandola en el escritorio. Al llegar a la segunda habitación de nuevo pelos en el piso y el baño sucio. En ninguna habitación hay sellos de cuartos sanitizados ante la situacion de COVID-19 actual. Al irnos tras estar menos de 20 minutos nos pidieron pagar estacionamiento y NO devolver el pago. Pésimo servicio!"
50,Agradable experiencia,Muy agradable mi estancia! Los servicios rápidos y la comida rica!  Mi estancia fue prolongada y pude descansar sin mayor problema así como disfrutar de mi privacidad.  Me hubiese gustado una mejor vista desde mi habitación y mas luz natural
50,Excelente ubicación,Hotel muy bonito con excelente ubicación ya que a unos cuantos pasos podemos estar en la macro plaza o caminar por el centro de la ciudad. También caminando podemos llegar a visitar gran cantidad de museos o tomar una lanchita rumbo a parque fundidora. Personal muy amable.
10,Turismo,"Malisiiimo NO LO RECOMIENDO llegamos a las 00:horas el que estaba nocturno nos atendio muy bien Nos salimos a las 11 . Incluso cuando llegamos jos preguntaron a que hora queriamos el servicio de limpieza y pusimos 11:30 am, llegamos a las 10 de la noche y la habitacion estaba sucia toallas, cuando bajamos a recepcio , la persona que estaba hoy 2 de avril en la recepcion a las 10 de la noche GROSERO PEDANTE CON UN TRATO INSULTANTE ME DIJO QUE EN LOS HOTELES NO SE HACE EL ASEO Y QUE CONOCIA Y SABIA POR QUE VENIA Y QUE NO PODIA ATENDERME POR QUE TENIA MUCHO trabajo??????? Como si no hubieramos pagado la estancia???  Despues de esperar 40 mi utos tuvimos que bajar con la toallas a pedir toaalas limpias jabones papel y los las dieron como HOTEL DE PASO  NO LO RECOMIENDO A MUCHAS OPCIONES MEJORES AL REDEDOR PESIMOOO MUY MAL TACHE  CUIDADO NUNCA SABEN QUE HUESPED PUEDE SER ALGUIEN QUE PUEDA AFECTAR L CADENA"
50,Encargado de limpieza,"Excelente estancia, trato amable de todos del hotel. En especial queremos agradecer y felicitar al encargado de limpieza de nombre Gerardo, por su excelente atención y trato hacia nosotros en estos días que estuvimos instalados, deseando que siga así siempre. Muchas felicitaciones y bendiciones señor GERARDO! 👏"
50,Nos encanto,"Nos gusto mucho el servicio y todo  Muy cómodo, la habitación muy limpia pero el único inconveniente es que una persona ajena nos abrió la puerta de la habitación el último día antes de nuestro check out"
50,Muy bello,"El hotel funciona perfecto, es hermoso y sus habitaciones tambien, se puede llegar a muchos lugares caminando, tiene custodia de equipaje y el servicio es muy cordial, sin duda lo volveria a elegir en otra oportunidad."
30,Esperaba más...,"Pese a lo que se observaba en la página del hotel, posee servicios limitados: falta de calefacción, agua caliente inconstante, respecto a los alimentos, los considero regulares. Buena ubicación pero nada más. Nada espectacular."
40,¡Excelente!,"¡Excelente ubicación! Más céntrico, imposible, perfecto si se busca hacer recorridos a pie por el centro de la ciudad. Una vista sensacional. El staff muy amable. Desafortunadamente mi viaje coincidió con varias restricciones debido a la contingencia sanitaria por lo que no estaban habilitados algunos servicios como el bar, el gym o la alberca, pero todo perfectamente acorde a las medidas de higiene. Cuenta con un Starbucks. Habitaciones amplias y confortables, y el acceso restringido brinda seguridad. Definitivamente es mi opción si regreso a Monterrey. Único detalle: mi habitación no contaba con minibar ni cafetera, como se anuncia en la página del hotel."
50,Excelente hotel...sus instalaciones muy cómodas y limpias....excelente ubicación a un lado de la Macroplaza y la peatona,Céntrico y muy cómodas instalaciones.....ubicación perfecta a un lado de la Macroplaza y la peatonal....muchos lugares cercas para cenar....a unas calles del paseo Santa Lucía....camas súper cómodas y todas las habitaciones cuentan con un sofá cama
50,GRACIAS KRYSTAL,"KRYSTAL Monterrey 😃 Muy buen hotel muy limpio y buena atención las instalaciones muy accesibles y muy céntrico hay una gran variedad dé comercios cerca, recomendable para todo tipo de viaje😃😃🏨👏👏"
50,Excelente,Habitación super comoda y confortable con excelente vista a la ciudad. Ubicación perfecta cerca de lugares de interes asi como accesible a diversos medios de transporte. Todas las medidas sanitarias. El personal muy atento.
50,excelente hotel,"excelente ubicación ya que se encuentra centrico, a unos cuantos pasos de la macroplaza y de la peatonal, excelente servicio desde que llegas al estacionamiento hasta el cuarto del hotel, excelente limpieza"
40,Buena opción para hospedarse,Personal súper atento mi única observación que encontré una colilla de cigarros y lo reporté y de inmediato dieron atención considero está bien ubicado y la habitación amplia baño muy limpio y camas confortable
40,Buena experiencia,Me gustó que el Hotel utilizaba medidas de sanitización. El check in y check out rápido. Muy ricas las almohadas! Lastima que por pandemia estuvo cerrada la piscina y con limitaciones en servicios. En general bien. Lo que de plano no me gustó fue que me cobraron $50 pesos diarios por uso de estacionamiento. Pensé que era cortesía para huspedes
30,no me gusto la limpieza,"En la habitación que solicite, requerida de la caja fuerte y había ropa interior (1), lo cual llamaron para limpiar pero la sacaron y echaron spray entonces como desinfectan, como hacen la revisión de las habitaciones, ha tenido meses para hacer limpieza y verificar."
40,Estupenda Estancia,"Sugeriría modernizar mobiliario de las habitaciones para dar un toque más distinguido y mayor confort a los huéspedes. Me gustó la ubicación del Hotel en pleno Centro de Monterrey, con una estupenda vista hacia el Cerro de la Silla, emblema de la Ciudad"
50,"Excelente servicio ,las instalaciones limpias servicio completo todo excelente",Las instalaciones limpias servicios impecables regresaré el próximo mes me  Encanto espero que ya esten abierto gym y piscina recepción buen servicio el servicio de limpieza excelente la vista magnífica y los servicios en general súper bien
50,Excelente,"Es un excelente hotel el cual cuanta con una muy buena ubicacion para poder trasladarse de un punto a otro, todos los servicios, aire, internet y servicio del personal excelente muy amable y atenta y ante la situación actual de l apandemia la limpieza impecable."
10,Manchas de semen en mi cama,"Mi cama tenía unas manchas en un costado.  se supone que, debido a la pandemia, te entregan la habitación con todas las medidas de higiene y encontrar que la cama tenía restos de lo que parecía semen fue muy desagradable.  No me dieron ninguna solución, solo pidieron que mandara la foto de la mancha a la gerencia"
50,Muy recomendable,"Me pareció que el hotel tiene una ubicación inmejorable, con cercanía a puntos de interés de la ciudad. El personal fue muy atento y evitaron incomodar en todo momento. Las instalaciones en lo general son adecuadas y limpias."
40,BUENO PARA NEGOCIOS,"todo estuvo bien ,limpio, con el control necesario de sanidad por el covid 19, muy atentas, buena ubicacion, recamaras limpias y tranquilas para poder descansar, solo el restaurante falto variedad y desayuno buffet. gracias"
10,Una porquería de servicio,"Las recepcionistas, son descorteses y su presentación es deplorable, omiten instrucciones para después cobrar y no realizar los servicios, lo peor en hoteles parecen posada barata, no existen ascensores, fallan mucho, en general muy sucio todo, cobrar el estacionamiento que es eso, y aparte no se hacen responsables de nada??, deberían clausurar ese sitio."
50,"Céntrico, espacioso","Les doy excelente por la atención y lo cómodo, pero si vigilar por favor el tema de las puertas, poner cafetera. Que todo funcione. Hasta aquello que no se usa tan usualmente. De resto todo bien. Es muy céntrico, muchas opciones de comida cerca. Bastante amplio, muy amables las personas de recepción. Buenos métodos de cuidado por lo de la pandemia. Sigan así, echándole ganas pero si verifiquen bien las puertas por favor"
30,"Mala comida, buena atención","Muy mala comida los camarones al ajillo, el arroz super duro y frío, el pollo cordon blue, todo insípido y las verduras sin sabor, aunque hubo buena atención. La habitación tenía buena iluminación pero demasiada cara a comparación de otros hoteles al rededor. Una camarera entró antes de las 9 am para decirnos que desalojaramos la habitación. Cuando en recepción no nos comentaron siquiera cuando se nos vencía el tiempo, ya que llegamos aproximadamente a medianoche"
50,Fin de semana muy especial,"Quedé muy contenta con el servicio ofrecido, la gente muy amable y atenta. Los camareros muy pendientes de que tengas la cantidad suficiente de alimentos, te dan a repetir constantemente. Recepción y lobby muy majos, era la primera vez que iba y les pedí varias informaciones de como llegar a varios sitios y donde comprar unas cosas y la verdad que majisimos. Muy contenta."
50,excelente,"muy buenas ubicacion y excelentes habitaciones ys ervicio, ene sta ocasión viaje por negocios sin embargo me gustó tanto la hubicacipon y la comodida, que estoy pensando hacer un viaje de placer en familia"
50,fin de semana de competencia,"excelenet ubicacion y muy agradable estancia ncon mi familia ay amigos.  estuvimos en monterrey para una carrerra de bicicleta y nos funciono muy bin la ubicacion, cerc ce la meta, la vista muy bonita, el personal muy amable y atento. En general muy agradable experiencia"
50,Excelente servicio,No tengo queja alguna espero verlos pronto y contar el excelente servício que nos dieron la ocación pasada en Monterrey nuevo León. Somos visitantes de la cuidad de Nuevo Laredo Tamaulipas. Estaremos recomendando el servicio con amigos y familia.
50,Hicieron de mi despedida de soltera un día inolvidable,"Yo contrate al hotel krystal para llevar acabo mi despedida de soltera, no solo tuvieron un trato super profesional y amable, si no que también me ayudaron en cada paso del proceso para que todo saliera excelente, me facilitaron proveedores, mobiliario y la atención antes, durante y después del evento ha sido excelente, la comida está riquísima. Sin duda volvería a hacer otro evento con ellos."
